username,tweetcreatedts,text,cleansing,case folding,normalisasi,tokenizing,filtering,stemming,tweet_english,Score,label_class
frizkiramadhani,2023-01-17 07:44:52+00:00,"Oalah rombongan bus kepala desa yang tulisan di bannernya ""Kepala Desa se-Kecamatan A bersama untuk Indonesia"" ternyata lagi demo nuntut masa jabatan yang lebih panjang.",Oalah rombongan bus kepala desa yang tulisan di bannernya Kepala Desa se Kecamatan  bersama untuk Indonesia ternyata lagi demo nuntut masa jabatan yang lebih panjang,oalah rombongan bus kepala desa yang tulisan di bannernya kepala desa se kecamatan  bersama untuk indonesia ternyata lagi demo nuntut masa jabatan yang lebih panjang,oalah rombongan bus kepala desa yang tulisan di bannernya kepala desa se kecamatan bersama untuk indonesia ternyata lagi demo nuntut masa jabatan yang lebih panjang,"['oalah', 'rombongan', 'bus', 'kepala', 'desa', 'yang', 'tulisan', 'di', 'bannernya', 'kepala', 'desa', 'se', 'kecamatan', 'bersama', 'untuk', 'indonesia', 'ternyata', 'lagi', 'demo', 'nuntut', 'masa', 'jabatan', 'yang', 'lebih', 'panjang']","['oalah', 'rombongan', 'bus', 'kepala', 'desa', 'tulisan', 'bannernya', 'kepala', 'desa', 'kecamatan', 'indonesia', 'demo', 'nuntut', 'jabatan']","['oalah', 'rombong', 'bus', 'kepala', 'desa', 'tulis', 'bannernya', 'kepala', 'desa', 'camat', 'indonesia', 'demo', 'nuntut', 'jabat']","['oalah', 'rombong', 'bus', 'head', 'village', 'write', 'banner', 'head', 'village', 'camat', 'Indonesia', 'demo', ' demand', 'shake']",-0.296,Negative
sitimukiyarti,2023-01-17 07:42:25+00:00,"Hj. Siti Mukiyarti, https://t.co/BJEU9uE5Wl., https://t.co/0VP8HYkYlr (Anggota DPRD Jawa Timur - Fraksi PKB) mendukung penuh Revisi UU No.06 Tahun 2014 Pasal 39 Ayat 1 Masa Jabatan Kepala Desa 6 Tahun 3x menjadi 9 Tahun 2x
.
#gusmuhaimin #gusmuhaimin2024 #fraksipkb #sitimukiyarti https://t.co/PlYxiKZltp",Hj Siti Mukiyarti Anggota DPRD Jawa Timur Fraksi PKB mendukung penuh Revisi UU No Tahun Pasal Ayat Masa Jabatan Kepala Desa Tahun  menjadi Tahun ,hj siti mukiyarti anggota dprd jawa timur fraksi pkb mendukung penuh revisi uu no tahun pasal ayat masa jabatan kepala desa tahun  menjadi tahun ,hj siti mukiyarti anggota dprd jawa timur fraksi pkb mendukung penuh revisi uu no tahun pasal ayat masa jabatan kepala desa tahun menjadi tahun,"['hj', 'siti', 'mukiyarti', 'anggota', 'dprd', 'jawa', 'timur', 'fraksi', 'pkb', 'mendukung', 'penuh', 'revisi', 'uu', 'no', 'tahun', 'pasal', 'ayat', 'masa', 'jabatan', 'kepala', 'desa', 'tahun', 'menjadi', 'tahun']","['hj', 'siti', 'mukiyarti', 'anggota', 'dprd', 'jawa', 'timur', 'fraksi', 'pkb', 'mendukung', 'penuh', 'revisi', 'uu', 'no', 'pasal', 'ayat', 'jabatan', 'kepala', 'desa']","['hj', 'siti', 'mukiyarti', 'anggota', 'dprd', 'jawa', 'timur', 'fraksi', 'pkb', 'dukung', 'penuh', 'revisi', 'uu', 'no', 'pasal', 'ayat', 'jabat', 'kepala', 'desa']","['hj', 'siti', 'mukiyarti', 'members', 'DPRD', 'Java', 'east', 'fraction', 'pkb', 'support', 'full', 'revision', ' uu', 'no', 'article', 'paragraph', 'position', 'head', 'village']",0.4019,Positif
Indosiar,2023-01-17 07:42:00+00:00,"Dampak unjuk rasa Kepala Desa di depan Gedung DPR RI, arus lalu lintas di Jalan Gatot Subroto mengarah ke Slipi tersendat. Kepala Desa menyampaikan sejumlah tuntutan di antaranya menuntut masa jabatan diperpanjang.

#NewsIndosiar #Fokus 

Berita lainnya: https://t.co/wddAYjpNoE https://t.co/1AzuSI9Hfq",Dampak unjuk rasa Kepala Desa di depan Gedung DPR RI arus lalu lintas di Jalan Gatot Subroto mengarah ke Slipi tersendat Kepala Desa menyampaikan sejumlah tuntutan di antaranya menuntut masa jabatan diperpanjang Berita lainnya,dampak unjuk rasa kepala desa di depan gedung dpr ri arus lalu lintas di jalan gatot subroto mengarah ke slipi tersendat kepala desa menyampaikan sejumlah tuntutan di antaranya menuntut masa jabatan diperpanjang berita lainnya,dampak unjuk rasa kepala desa di depan gedung dpr ri arus lalu lintas di jalan gatot subroto mengarah ke slipi tersendat kepala desa menyampaikan sejumlah tuntutan di antaranya menuntut masa jabatan diperpanjang berita lainnya,"['dampak', 'unjuk', 'rasa', 'kepala', 'desa', 'di', 'depan', 'gedung', 'dpr', 'ri', 'arus', 'lalu', 'lintas', 'di', 'jalan', 'gatot', 'subroto', 'mengarah', 'ke', 'slipi', 'tersendat', 'kepala', 'desa', 'menyampaikan', 'sejumlah', 'tuntutan', 'di', 'antaranya', 'menuntut', 'masa', 'jabatan', 'diperpanjang', 'berita', 'lainnya']","['dampak', 'unjuk', 'kepala', 'desa', 'gedung', 'dpr', 'ri', 'arus', 'lintas', 'jalan', 'gatot', 'subroto', 'mengarah', 'slipi', 'tersendat', 'kepala', 'desa', 'tuntutan', 'menuntut', 'jabatan', 'diperpanjang', 'berita']","['dampak', 'unjuk', 'kepala', 'desa', 'gedung', 'dpr', 'ri', 'arus', 'lintas', 'jalan', 'gatot', 'subroto', 'arah', 'slip', 'sendat', 'kepala', 'desa', 'tuntut', 'tuntut', 'jabat', 'panjang', 'berita']","['impact', 'show', 'head', 'village', 'building', 'dpr', 'ri', 'current', 'cross', 'road', 'gatot', 'subroto', ' direction', 'slip', 'halt', 'head', 'village', 'demand', 'demand', 'shake', 'long', 'news']",-0.4019,Negative
MrBekalicky89,2023-01-17 07:41:02+00:00,"Perkumpulan Aparatur Pemerintah Desa Seluruh Indonesia (Papdesi) atau Kepala Desa (17/01/2023) demo di gedung DPR RI minta perpanjang masa jabatan 6 tahun jadi 9 tahun. Supaya betah olah Dana Desa 1 Miliar/tahun/desa ini woiii...
https://t.co/riPxZjjzLh",Perkumpulan Aparatur Pemerintah Desa Seluruh Indonesia Papdesi atau Kepala Desa demo di gedung DPR RI minta perpanjang masa jabatan tahun jadi tahun Supaya betah olah Dana Desa Miliar tahun desa ini woiii,perkumpulan aparatur pemerintah desa seluruh indonesia papdesi atau kepala desa demo di gedung dpr ri minta perpanjang masa jabatan tahun jadi tahun supaya betah olah dana desa miliar tahun desa ini woiii,perkumpulan aparatur pemerintah desa seluruh indonesia papdesi atau kepala desa demo di gedung dpr ri meminta perpanjang masa jabatan tahun jadi tahun supaya betah olah dana desa miliar tahun desa ini woiii,"['perkumpulan', 'aparatur', 'pemerintah', 'desa', 'seluruh', 'indonesia', 'papdesi', 'atau', 'kepala', 'desa', 'demo', 'di', 'gedung', 'dpr', 'ri', 'meminta', 'perpanjang', 'masa', 'jabatan', 'tahun', 'jadi', 'tahun', 'supaya', 'betah', 'olah', 'dana', 'desa', 'miliar', 'tahun', 'desa', 'ini', 'woiii']","['perkumpulan', 'aparatur', 'pemerintah', 'desa', 'indonesia', 'papdesi', 'kepala', 'desa', 'demo', 'gedung', 'dpr', 'ri', 'perpanjang', 'jabatan', 'betah', 'olah', 'dana', 'desa', 'miliar', 'desa', 'woiii']","['kumpul', 'aparatur', 'perintah', 'desa', 'indonesia', 'papdesi', 'kepala', 'desa', 'demo', 'gedung', 'dpr', 'ri', 'panjang', 'jabat', 'betah', 'olah', 'dana', 'desa', 'miliar', 'desa', 'woiii']","['gathering', 'apparatus', 'order', 'village', 'Indonesia', 'papdesi', 'head', 'village', 'demo', 'building', 'dpr', 'ri', ' long', 'position', 'feel at home', 'process', 'fund', 'village', 'billion', 'village', 'woiii']",0.0,Netral
Marawa_RG,2023-01-17 07:40:30+00:00,"17 Januari 2023
Ribuan Kepala desa Tuntut perpanjangan Masa Jabatan 

29 Maret 2022 
Ribuan Kepala Desa kumpul di Istora dihadiri Jokowi

30 Maret 2022
APDESI ( Asosiasi pemerintah desa seluruh Indonesia ) Dukung Jokowi 3 priode

Sampe sini paham ya??? https://t.co/RgndmrCm4V",Januari Ribuan Kepala desa Tuntut perpanjangan Masa Jabatan Maret Ribuan Kepala Desa kumpul di Istora dihadiri Jokowi Maret APDESI Asosiasi pemerintah desa seluruh Indonesia Dukung Jokowi priode Sampe sini paham ya,januari ribuan kepala desa tuntut perpanjangan masa jabatan maret ribuan kepala desa kumpul di istora dihadiri jokowi maret apdesi asosiasi pemerintah desa seluruh indonesia dukung jokowi priode sampe sini paham ya,januari ribuan kepala desa tuntut perpanjangan masa jabatan maret ribuan kepala desa kumpul di istora dihadiri jokowi maret apdesi asosiasi pemerintah desa seluruh indonesia dukung jokowi priode sampai sini paham ya,"['januari', 'ribuan', 'kepala', 'desa', 'tuntut', 'perpanjangan', 'masa', 'jabatan', 'maret', 'ribuan', 'kepala', 'desa', 'kumpul', 'di', 'istora', 'dihadiri', 'jokowi', 'maret', 'apdesi', 'asosiasi', 'pemerintah', 'desa', 'seluruh', 'indonesia', 'dukung', 'jokowi', 'priode', 'sampai', 'sini', 'paham', 'ya']","['januari', 'ribuan', 'kepala', 'desa', 'tuntut', 'perpanjangan', 'jabatan', 'maret', 'ribuan', 'kepala', 'desa', 'kumpul', 'istora', 'dihadiri', 'jokowi', 'maret', 'apdesi', 'asosiasi', 'pemerintah', 'desa', 'indonesia', 'dukung', 'jokowi', 'priode', 'paham', 'ya']","['januari', 'ribu', 'kepala', 'desa', 'tuntut', 'panjang', 'jabat', 'maret', 'ribu', 'kepala', 'desa', 'kumpul', 'istora', 'hadir', 'jokowi', 'maret', 'apdesi', 'asosiasi', 'perintah', 'desa', 'indonesia', 'dukung', 'jokowi', 'priode', 'paham', 'ya']","['January', 'thousand', 'head', 'village', 'demand', 'long', 'position', 'march', 'thousand', 'head', 'village', 'gathered', ' istora', 'present', 'jokowi', 'march', 'apdesi', 'association', 'command', 'village', 'Indonesia', 'support', 'jokowi', 'period', 'understand' , 'yes']",0.5994,Positif
IraSamsudin,2023-01-17 07:39:32+00:00,"@tempodotco presiden aja dilarang nambah masa jabatan, lah situ kok pengen diperpanjang masa jabatannya? Mbok ya naik kelas dari kepala desa jd bupati. Ato walkot. Ato gubernur. Hayo hayo semangat! Jgn minta sesuatu yg gak ada dalam peraturan hukum kita.",presiden aja dilarang nambah masa jabatan lah situ kok pengen diperpanjang masa jabatannya Mbok ya naik kelas dari kepala desa jd bupati Ato walkot Ato gubernur Hayo hayo semangat Jgn minta sesuatu yg gak ada dalam peraturan hukum kita,presiden aja dilarang nambah masa jabatan lah situ kok pengen diperpanjang masa jabatannya mbok ya naik kelas dari kepala desa jd bupati ato walkot ato gubernur hayo hayo semangat jgn minta sesuatu yg gak ada dalam peraturan hukum kita,presiden saja dilarang bertambah masa jabatan lah situ kok pengin diperpanjang masa jabatannya mbok ya naik kelas dari kepala desa jadi bupati atau walkot atau gubernur hayo hayo semangat jangan meminta sesuatu yang enggak ada dalam peraturan hukum kita,"['presiden', 'saja', 'dilarang', 'bertambah', 'masa', 'jabatan', 'lah', 'situ', 'kok', 'pengin', 'diperpanjang', 'masa', 'jabatannya', 'mbok', 'ya', 'naik', 'kelas', 'dari', 'kepala', 'desa', 'jadi', 'bupati', 'atau', 'walkot', 'atau', 'gubernur', 'hayo', 'hayo', 'semangat', 'jangan', 'meminta', 'sesuatu', 'yang', 'enggak', 'ada', 'dalam', 'peraturan', 'hukum', 'kita']","['presiden', 'dilarang', 'bertambah', 'jabatan', 'situ', 'pengin', 'diperpanjang', 'jabatannya', 'mbok', 'ya', 'kelas', 'kepala', 'desa', 'bupati', 'walkot', 'gubernur', 'hayo', 'hayo', 'semangat', 'peraturan', 'hukum']","['presiden', 'larang', 'tambah', 'jabat', 'situ', 'pengin', 'panjang', 'jabat', 'mbok', 'ya', 'kelas', 'kepala', 'desa', 'bupati', 'walkot', 'gubernur', 'hayo', 'hayo', 'semangat', 'atur', 'hukum']","['president', 'ban', 'added', 'shake', 'situ', 'want', 'long', 'position', 'mbok', 'yes', 'class', 'head', ' village', 'regent', 'walkot', 'governor', 'hayo', 'hayo', 'enthusiasm', 'arrange', 'law']",0.1531,Positif
soloposdotcom,2023-01-17 07:39:02+00:00,"Unjuk Rasa Ribuan Kepala Desa di Gedung DPR, Tuntut Perpanjangan Masa Jabatan https://t.co/Gfo44QXIIk",Unjuk Rasa Ribuan Kepala Desa di Gedung DPR Tuntut Perpanjangan Masa Jabatan,unjuk rasa ribuan kepala desa di gedung dpr tuntut perpanjangan masa jabatan,unjuk rasa ribuan kepala desa di gedung dpr tuntut perpanjangan masa jabatan,"['unjuk', 'rasa', 'ribuan', 'kepala', 'desa', 'di', 'gedung', 'dpr', 'tuntut', 'perpanjangan', 'masa', 'jabatan']","['unjuk', 'ribuan', 'kepala', 'desa', 'gedung', 'dpr', 'tuntut', 'perpanjangan', 'jabatan']","['unjuk', 'ribu', 'kepala', 'desa', 'gedung', 'dpr', 'tuntut', 'panjang', 'jabat']","['show', 'thousand', 'head', 'village', 'building', 'dpr', 'demand', 'long', 'position']",-0.128,Negative
merdekadotcom,2023-01-17 07:19:05+00:00,Ribuan Kepala Desa Geruduk Gedung DPR RI Tuntut Masa Jabatan Diperpanjang https://t.co/4g78khlPEA,Ribuan Kepala Desa Geruduk Gedung DPR RI Tuntut Masa Jabatan Diperpanjang,ribuan kepala desa geruduk gedung dpr ri tuntut masa jabatan diperpanjang,ribuan kepala desa geruduk gedung dpr ri tuntut masa jabatan diperpanjang,"['ribuan', 'kepala', 'desa', 'geruduk', 'gedung', 'dpr', 'ri', 'tuntut', 'masa', 'jabatan', 'diperpanjang']","['ribuan', 'kepala', 'desa', 'geruduk', 'gedung', 'dpr', 'ri', 'tuntut', 'jabatan', 'diperpanjang']","['ribu', 'kepala', 'desa', 'geruduk', 'gedung', 'dpr', 'ri', 'tuntut', 'jabat', 'panjang']","['thousand', 'head', 'village', 'geruduk', 'building', 'dpr', 'ri', 'demand', ' shook hands', 'long']",-0.2263,Negative
IDNTimes,2023-01-17 07:18:33+00:00,DPR Terima Perwakilan Kepala Desa Tuntut Masa Jabatan 9 Tahun https://t.co/wjuyyhvE9O,DPR Terima Perwakilan Kepala Desa Tuntut Masa Jabatan Tahun,dpr terima perwakilan kepala desa tuntut masa jabatan tahun,dpr terima perwakilan kepala desa tuntut masa jabatan tahun,"['dpr', 'terima', 'perwakilan', 'kepala', 'desa', 'tuntut', 'masa', 'jabatan', 'tahun']","['dpr', 'terima', 'perwakilan', 'kepala', 'desa', 'tuntut', 'jabatan']","['dpr', 'terima', 'wakil', 'kepala', 'desa', 'tuntut', 'jabat']","['dpr', 'accept', 'deputy', 'head', 'village', 'demand', 'position']",0.2732,Positif
JakartaNewsID1,2023-01-17 07:18:26+00:00,Guspardi Gaus Minta Pemerintah Sikapi Usulan Masa Jabatan Kepala Desa https://t.co/mHU01hWbtq,Guspardi Gaus Minta Pemerintah Sikapi Usulan Masa Jabatan Kepala Desa,guspardi gaus minta pemerintah sikapi usulan masa jabatan kepala desa,guspardi gaus meminta pemerintah sikapi usulan masa jabatan kepala desa,"['guspardi', 'gaus', 'meminta', 'pemerintah', 'sikapi', 'usulan', 'masa', 'jabatan', 'kepala', 'desa']","['guspardi', 'gaus', 'pemerintah', 'sikapi', 'usulan', 'jabatan', 'kepala', 'desa']","['guspardi', 'gaus', 'perintah', 'sikap', 'usul', 'jabat', 'kepala', 'desa']","['guspardi', 'gaus', 'order', 'attitude', 'proposal', 'position', 'head', 'village']",0.0,Netral
beritajatimcom,2023-01-17 07:17:33+00:00,"Sarmuji Kawal Aspirasi Kades Soal Masa Jabatan 9 Tahun.

Surabaya (https://t.co/ksziGGp1k3) – Wakil Ketua Komisi VI DPR RI, Muhammad Sarmuji, berkomitmen mengawal aspirasi para kepala desa… https://t.co/70uwleGnsD #PolitikPemerintahan #dprri #masajabatankades via @beritajatimcom",Sarmuji Kawal Aspirasi Kades Soal Masa Jabatan Tahun Surabaya Wakil Ketua Komisi VI DPR RI Muhammad Sarmuji berkomitmen mengawal aspirasi para kepala desa via,sarmuji kawal aspirasi kades soal masa jabatan tahun surabaya wakil ketua komisi vi dpr ri muhammad sarmuji berkomitmen mengawal aspirasi para kepala desa via,sarmuji kawal aspirasi kades soal masa jabatan tahun surabaya wakil ketua komisi vi dpr ri muhammad sarmuji berkomitmen mengawal aspirasi para kepala desa via,"['sarmuji', 'kawal', 'aspirasi', 'kades', 'soal', 'masa', 'jabatan', 'tahun', 'surabaya', 'wakil', 'ketua', 'komisi', 'vi', 'dpr', 'ri', 'muhammad', 'sarmuji', 'berkomitmen', 'mengawal', 'aspirasi', 'para', 'kepala', 'desa', 'via']","['sarmuji', 'kawal', 'aspirasi', 'kades', 'jabatan', 'surabaya', 'wakil', 'ketua', 'komisi', 'vi', 'dpr', 'ri', 'muhammad', 'sarmuji', 'berkomitmen', 'mengawal', 'aspirasi', 'kepala', 'desa', 'via']","['sarmuji', 'kawal', 'aspirasi', 'kades', 'jabat', 'surabaya', 'wakil', 'ketua', 'komisi', 'vi', 'dpr', 'ri', 'muhammad', 'sarmuji', 'komitmen', 'awal', 'aspirasi', 'kepala', 'desa', 'via']","['sarmuji', 'guard', 'aspiration', 'head of village', 'position', 'surabaya', 'deputy', 'chairman', 'commission', 'vi', 'dpr', 'ri', ' muhammad', 'sarmuji', 'commitment', 'beginning', 'aspirations', 'head', 'village', 'via']",0.3818,Positif
kompascom,2023-01-17 07:10:18+00:00,Ribuan kepala desa (kades) berdemo di depan Gedung DPR. Mereka minta UU Desa direvisi sehingga masa jabatan kades dari 6 tahun jadi 9 tahun https://t.co/rm4ZT70SeQ,Ribuan kepala desa kades berdemo di depan Gedung DPR Mereka minta UU Desa direvisi sehingga masa jabatan kades dari tahun jadi tahun,ribuan kepala desa kades berdemo di depan gedung dpr mereka minta uu desa direvisi sehingga masa jabatan kades dari tahun jadi tahun,ribuan kepala desa kades berdemo di depan gedung dpr mereka meminta uu desa direvisi sehingga masa jabatan kades dari tahun jadi tahun,"['ribuan', 'kepala', 'desa', 'kades', 'berdemo', 'di', 'depan', 'gedung', 'dpr', 'mereka', 'meminta', 'uu', 'desa', 'direvisi', 'sehingga', 'masa', 'jabatan', 'kades', 'dari', 'tahun', 'jadi', 'tahun']","['ribuan', 'kepala', 'desa', 'kades', 'berdemo', 'gedung', 'dpr', 'uu', 'desa', 'direvisi', 'jabatan', 'kades']","['ribu', 'kepala', 'desa', 'kades', 'demo', 'gedung', 'dpr', 'uu', 'desa', 'revisi', 'jabat', 'kades']","['thousand', 'head', 'village', 'head of village', 'demo', 'building', 'dpr', 'uu', 'village', 'revision', 'position', 'head of village']",0.0,Netral
republikaonline,2023-01-17 07:08:02+00:00,Kepala desa meminta masa jabatan diubah dari enam jadi sembilan tahun. https://t.co/mLoG1kzUK1,Kepala desa meminta masa jabatan diubah dari enam jadi sembilan tahun,kepala desa meminta masa jabatan diubah dari enam jadi sembilan tahun,kepala desa meminta masa jabatan diubah dari enam jadi sembilan tahun,"['kepala', 'desa', 'meminta', 'masa', 'jabatan', 'diubah', 'dari', 'enam', 'jadi', 'sembilan', 'tahun']","['kepala', 'desa', 'jabatan', 'diubah', 'enam', 'sembilan']","['kepala', 'desa', 'jabat', 'ubah', 'enam', 'sembilan']","['head', 'village', 'department', 'change', 'six', 'nine']",0.0,Netral
antaranews,2023-01-17 07:01:42+00:00,"Foto: Ribuan kepala desa berunjuk rasa tuntut revisi aturan masa jabatan. 

ANTARA FOTO/Rivan Awal Lingga

Foto lainnya: https://t.co/IifcdBoCpA https://t.co/uWy5MTefPE",Foto Ribuan kepala desa berunjuk rasa tuntut revisi aturan masa jabatan ANTARA FOTO Rivan Awal Lingga Foto lainnya,foto ribuan kepala desa berunjuk rasa tuntut revisi aturan masa jabatan antara foto rivan awal lingga foto lainnya,foto ribuan kepala desa berunjuk rasa tuntut revisi aturan masa jabatan antara foto rivan awal lingga foto lainnya,"['foto', 'ribuan', 'kepala', 'desa', 'berunjuk', 'rasa', 'tuntut', 'revisi', 'aturan', 'masa', 'jabatan', 'antara', 'foto', 'rivan', 'awal', 'lingga', 'foto', 'lainnya']","['foto', 'ribuan', 'kepala', 'desa', 'berunjuk', 'tuntut', 'revisi', 'aturan', 'jabatan', 'foto', 'rivan', 'lingga', 'foto']","['foto', 'ribu', 'kepala', 'desa', 'unjuk', 'tuntut', 'revisi', 'atur', 'jabat', 'foto', 'rivan', 'lingga', 'foto']","['photo', 'thousand', 'head', 'village', 'show', 'demand', 'revision', 'arrange', 'position', 'photo', 'rivan', 'lingga', ' Photo']",-0.128,Negative
republikaonline,2023-01-17 06:59:11+00:00,Revisi UU Desa terkait perubahan masa jabatan kepala desa dari 6 menjadi 9 tahun https://t.co/Wepp2JeYtg,Revisi UU Desa terkait perubahan masa jabatan kepala desa dari menjadi tahun,revisi uu desa terkait perubahan masa jabatan kepala desa dari menjadi tahun,revisi uu desa terkait perubahan masa jabatan kepala desa dari menjadi tahun,"['revisi', 'uu', 'desa', 'terkait', 'perubahan', 'masa', 'jabatan', 'kepala', 'desa', 'dari', 'menjadi', 'tahun']","['revisi', 'uu', 'desa', 'terkait', 'perubahan', 'jabatan', 'kepala', 'desa']","['revisi', 'uu', 'desa', 'kait', 'ubah', 'jabat', 'kepala', 'desa']","['revision', 'uu', 'village', 'hook', 'change', 'shake', 'head', 'village']",-0.1779,Negative
ardjoe0704,2023-01-17 06:56:44+00:00,"@Irwan2yah1 Agendnya ke depan :
- masa jabatan 9 tahun
- anggaran desa dinaikan
- anggaran desa tidak perlu dipertanggung jawabkan.
- setelah disetujuan perpanjangan, berikutnya jabatan seumur hidup.
- kepala desa berhak diberikan tanah garapan.",Agendnya ke depan masa jabatan tahun anggaran desa dinaikan anggaran desa tidak perlu dipertanggung jawabkan setelah disetujuan perpanjangan berikutnya jabatan seumur hidup kepala desa berhak diberikan tanah garapan,agendnya ke depan masa jabatan tahun anggaran desa dinaikan anggaran desa tidak perlu dipertanggung jawabkan setelah disetujuan perpanjangan berikutnya jabatan seumur hidup kepala desa berhak diberikan tanah garapan,agendnya ke depan masa jabatan tahun anggaran desa dinaikan anggaran desa tidak perlu dipertanggung jawabkan setelah disetujuan perpanjangan berikutnya jabatan seumur hidup kepala desa berhak diberikan tanah garapan,"['agendnya', 'ke', 'depan', 'masa', 'jabatan', 'tahun', 'anggaran', 'desa', 'dinaikan', 'anggaran', 'desa', 'tidak', 'perlu', 'dipertanggung', 'jawabkan', 'setelah', 'disetujuan', 'perpanjangan', 'berikutnya', 'jabatan', 'seumur', 'hidup', 'kepala', 'desa', 'berhak', 'diberikan', 'tanah', 'garapan']","['agendnya', 'jabatan', 'anggaran', 'desa', 'dinaikan', 'anggaran', 'desa', 'dipertanggung', 'jawabkan', 'disetujuan', 'perpanjangan', 'jabatan', 'seumur', 'hidup', 'kepala', 'desa', 'berhak', 'tanah', 'garapan']","['agendnya', 'jabat', 'anggar', 'desa', 'naik', 'anggar', 'desa', 'tanggung', 'jawab', 'tuju', 'panjang', 'jabat', 'umur', 'hidup', 'kepala', 'desa', 'hak', 'tanah', 'garap']","['agenda', 'position', 'fencing', 'village', 'up', 'fencing', 'village', 'responsible', 'responsible', 'goal', 'long', 'shake', ' age', 'life', 'head', 'village', 'rights', 'land', 'cultivate']",0.4404,Positif
AntukBagas,2023-01-17 06:49:07+00:00,"Perkumpulan Kepala Desa Melakukan Aksi Damai pada Selasa 17 Januari 2023 Meminta Perpanjangan Masa Jabatan

https://t.co/Yixf7COZZy",Perkumpulan Kepala Desa Melakukan Aksi Damai pada Selasa Januari Meminta Perpanjangan Masa Jabatan,perkumpulan kepala desa melakukan aksi damai pada selasa januari meminta perpanjangan masa jabatan,perkumpulan kepala desa melakukan aksi damai pada selasa januari meminta perpanjangan masa jabatan,"['perkumpulan', 'kepala', 'desa', 'melakukan', 'aksi', 'damai', 'pada', 'selasa', 'januari', 'meminta', 'perpanjangan', 'masa', 'jabatan']","['perkumpulan', 'kepala', 'desa', 'aksi', 'damai', 'selasa', 'januari', 'perpanjangan', 'jabatan']","['kumpul', 'kepala', 'desa', 'aksi', 'damai', 'selasa', 'januari', 'panjang', 'jabat']","['gather', 'head', 'village', 'action', 'peace', 'Tuesday', 'January', 'long', 'shake']",0.4215,Positif
merdekadotcom,2023-01-17 06:45:06+00:00,Alasan PDIP Dukung Usulan Masa Jabatan Kepala Desa 9 Tahun https://t.co/3VOyljf24D,Alasan PDIP Dukung Usulan Masa Jabatan Kepala Desa Tahun,alasan pdip dukung usulan masa jabatan kepala desa tahun,alasan pdip dukung usulan masa jabatan kepala desa tahun,"['alasan', 'pdip', 'dukung', 'usulan', 'masa', 'jabatan', 'kepala', 'desa', 'tahun']","['alasan', 'pdip', 'dukung', 'usulan', 'jabatan', 'kepala', 'desa']","['alas', 'pdip', 'dukung', 'usul', 'jabat', 'kepala', 'desa']","['alas', 'pdip', 'support', 'suggestion', 'position', 'head', 'village']",0.1531,Positif
murianewscom,2023-01-17 06:35:39+00:00,"Ribuan Kepala Desa Demo di DPR, Tuntut Masa Jabatan Hingga 9 Tahun 

Selengkapnya Klik Tautan Berikut ini 
#Jakarta #demokades #DPRRI #kepaladesa 

https://t.co/hamt1w0fZv",Ribuan Kepala Desa Demo di DPR Tuntut Masa Jabatan Hingga Tahun Selengkapnya Klik Tautan Berikut ini,ribuan kepala desa demo di dpr tuntut masa jabatan hingga tahun selengkapnya klik tautan berikut ini,ribuan kepala desa demo di dpr tuntut masa jabatan hingga tahun selengkapnya klik tautan berikut ini,"['ribuan', 'kepala', 'desa', 'demo', 'di', 'dpr', 'tuntut', 'masa', 'jabatan', 'hingga', 'tahun', 'selengkapnya', 'klik', 'tautan', 'berikut', 'ini']","['ribuan', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabatan', 'selengkapnya', 'klik', 'tautan']","['ribu', 'kepala', 'desa', 'demo', 'dpr', 'tuntut', 'jabat', 'lengkap', 'klik', 'taut']","['thousand', 'head', 'village', 'demo', 'dpr', 'demand', 'position', 'complete', 'click', 'link']",-0.128,Negative
Cintada16,2023-01-17 06:33:49+00:00,"Ribuan kepala desa menggelar aksi demonstrasi di depan Gedung DPR menuntut masa jabatan dari 6 tahun menjadi 9 tahun, (17/1/2023).🙄 https://t.co/uBYWpH9Crx",Ribuan kepala desa menggelar aksi demonstrasi di depan Gedung DPR menuntut masa jabatan dari tahun menjadi tahun,ribuan kepala desa menggelar aksi demonstrasi di depan gedung dpr menuntut masa jabatan dari tahun menjadi tahun,ribuan kepala desa menggelar aksi demonstrasi di depan gedung dpr menuntut masa jabatan dari tahun menjadi tahun,"['ribuan', 'kepala', 'desa', 'menggelar', 'aksi', 'demonstrasi', 'di', 'depan', 'gedung', 'dpr', 'menuntut', 'masa', 'jabatan', 'dari', 'tahun', 'menjadi', 'tahun']","['ribuan', 'kepala', 'desa', 'menggelar', 'aksi', 'demonstrasi', 'gedung', 'dpr', 'menuntut', 'jabatan']","['ribu', 'kepala', 'desa', 'gelar', 'aksi', 'demonstrasi', 'gedung', 'dpr', 'tuntut', 'jabat']","['thousand', 'head', 'village', 'title', 'action', 'demonstration', 'building', 'dpr', 'demand', 'position']",-0.0258,Netral
